AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,label,PINCP,Year,State
50.0,1.0,16.0,1.0,6260.0,303.0,5.0,50.0,1.0,1.0,False,43600.0,2014,TX
31.0,5.0,22.0,1.0,9800.0,34.0,1.0,55.0,1.0,1.0,False,80000.0,2014,TX
30.0,4.0,21.0,1.0,2320.0,6.0,1.0,40.0,1.0,1.0,False,,2014,TX
72.0,2.0,21.0,1.0,650.0,303.0,0.0,20.0,1.0,1.0,True,35300.0,2014,TX
43.0,1.0,18.0,3.0,1050.0,48.0,0.0,40.0,1.0,1.0,False,100000.0,2014,TX
20.0,1.0,18.0,5.0,310.0,48.0,2.0,40.0,2.0,1.0,False,,2014,TX
65.0,1.0,22.0,1.0,1360.0,48.0,0.0,40.0,1.0,1.0,True,,2014,TX
50.0,1.0,16.0,1.0,950.0,21.0,1.0,40.0,1.0,2.0,False,33000.0,2014,TX
26.0,1.0,14.0,1.0,4020.0,48.0,16.0,40.0,1.0,2.0,False,,2014,TX
49.0,4.0,24.0,1.0,1650.0,207.0,1.0,40.0,2.0,6.0,True,0.0,2014,TX
52.0,2.0,19.0,1.0,2540.0,48.0,0.0,40.0,2.0,2.0,False,158400.0,2014,TX
62.0,1.0,21.0,1.0,1530.0,35.0,0.0,40.0,1.0,1.0,True,35800.0,2014,TX
32.0,1.0,11.0,1.0,9130.0,303.0,0.0,50.0,1.0,1.0,False,82000.0,2014,TX
50.0,1.0,19.0,1.0,2310.0,48.0,1.0,50.0,2.0,1.0,False,14000.0,2014,TX
34.0,1.0,17.0,1.0,7210.0,48.0,1.0,40.0,1.0,1.0,False,0.0,2014,TX
56.0,1.0,9.0,1.0,8800.0,303.0,6.0,40.0,2.0,1.0,False,3400.0,2014,TX
58.0,1.0,22.0,1.0,5700.0,40.0,0.0,40.0,2.0,1.0,False,,2014,TX
51.0,1.0,16.0,1.0,9130.0,21.0,0.0,45.0,1.0,1.0,False,9700.0,2014,TX
59.0,1.0,21.0,1.0,5610.0,55.0,0.0,40.0,1.0,1.0,True,2500.0,2014,TX
21.0,1.0,19.0,5.0,3600.0,48.0,0.0,40.0,2.0,2.0,False,0.0,2014,TX
47.0,1.0,16.0,1.0,7150.0,48.0,0.0,45.0,1.0,1.0,True,50600.0,2014,TX
43.0,3.0,22.0,5.0,2310.0,22.0,0.0,50.0,2.0,1.0,False,40000.0,2014,TX
48.0,1.0,21.0,1.0,800.0,48.0,0.0,47.0,2.0,1.0,True,38000.0,2014,TX
48.0,1.0,16.0,1.0,8965.0,48.0,0.0,40.0,1.0,1.0,False,7300.0,2014,TX
29.0,1.0,22.0,1.0,1740.0,26.0,0.0,40.0,1.0,1.0,True,0.0,2014,TX
22.0,1.0,16.0,1.0,4230.0,412.0,1.0,40.0,1.0,2.0,False,,2014,TX
29.0,3.0,18.0,5.0,3640.0,48.0,0.0,40.0,2.0,1.0,False,0.0,2014,TX
61.0,6.0,17.0,1.0,4220.0,48.0,1.0,10.0,2.0,8.0,False,11700.0,2014,TX
46.0,2.0,19.0,1.0,4220.0,6.0,1.0,15.0,2.0,1.0,False,0.0,2014,TX
21.0,7.0,5.0,1.0,6515.0,303.0,9.0,40.0,1.0,1.0,False,0.0,2014,TX
28.0,1.0,15.0,3.0,7315.0,48.0,13.0,40.0,1.0,1.0,False,45000.0,2014,TX
32.0,1.0,21.0,1.0,3255.0,48.0,1.0,45.0,2.0,2.0,False,,2014,TX
39.0,1.0,20.0,4.0,3255.0,48.0,0.0,40.0,2.0,1.0,False,40000.0,2014,TX
39.0,1.0,19.0,1.0,6520.0,48.0,0.0,40.0,1.0,2.0,False,,2014,TX
52.0,1.0,19.0,1.0,9130.0,6.0,0.0,65.0,1.0,1.0,False,13400.0,2014,TX
38.0,1.0,20.0,1.0,430.0,12.0,1.0,50.0,1.0,1.0,True,,2014,TX
55.0,1.0,20.0,1.0,5700.0,48.0,0.0,40.0,2.0,1.0,False,0.0,2014,TX
35.0,1.0,21.0,5.0,5840.0,12.0,13.0,90.0,1.0,1.0,False,,2014,TX
60.0,7.0,15.0,1.0,6330.0,212.0,0.0,40.0,1.0,1.0,False,120000.0,2014,TX
32.0,1.0,18.0,1.0,3645.0,48.0,0.0,50.0,2.0,1.0,True,75000.0,2014,TX
47.0,1.0,16.0,1.0,520.0,48.0,0.0,47.0,2.0,1.0,False,12300.0,2014,TX
65.0,1.0,21.0,3.0,2310.0,48.0,0.0,26.0,2.0,1.0,False,,2014,TX
51.0,1.0,16.0,1.0,7720.0,247.0,0.0,40.0,2.0,6.0,False,,2014,TX
28.0,1.0,16.0,5.0,150.0,48.0,15.0,40.0,2.0,1.0,False,86000.0,2014,TX
61.0,3.0,16.0,1.0,4130.0,48.0,0.0,45.0,2.0,1.0,False,10.0,2014,TX
18.0,1.0,14.0,5.0,6050.0,303.0,2.0,32.0,1.0,1.0,False,18000.0,2014,TX
21.0,1.0,16.0,1.0,4150.0,9.0,1.0,23.0,2.0,1.0,False,41590.0,2014,TX
34.0,1.0,21.0,1.0,1530.0,217.0,0.0,40.0,1.0,6.0,False,12000.0,2014,TX
53.0,1.0,21.0,1.0,4760.0,22.0,1.0,20.0,2.0,1.0,False,42000.0,2014,TX
55.0,1.0,16.0,1.0,8140.0,247.0,0.0,40.0,1.0,6.0,False,6500.0,2014,TX
53.0,1.0,14.0,5.0,4610.0,48.0,0.0,25.0,2.0,2.0,False,18000.0,2014,TX
43.0,4.0,21.0,1.0,350.0,48.0,0.0,45.0,2.0,1.0,False,132640.0,2014,TX
44.0,1.0,19.0,1.0,4700.0,19.0,0.0,60.0,2.0,1.0,False,10000.0,2014,TX
57.0,2.0,21.0,1.0,3300.0,6.0,0.0,40.0,1.0,1.0,True,38500.0,2014,TX
52.0,4.0,18.0,1.0,9120.0,48.0,0.0,20.0,2.0,2.0,False,42000.0,2014,TX
30.0,1.0,16.0,1.0,5600.0,48.0,1.0,50.0,1.0,1.0,False,18200.0,2014,TX
61.0,1.0,16.0,1.0,5700.0,48.0,1.0,40.0,2.0,1.0,False,85000.0,2014,TX
63.0,1.0,16.0,4.0,7330.0,48.0,0.0,40.0,1.0,1.0,False,,2014,TX
26.0,2.0,19.0,1.0,5700.0,48.0,9.0,45.0,2.0,1.0,False,12000.0,2014,TX
45.0,1.0,19.0,5.0,5810.0,215.0,0.0,60.0,2.0,1.0,False,2400.0,2014,TX
53.0,3.0,16.0,2.0,4220.0,303.0,0.0,35.0,2.0,1.0,False,,2014,TX
76.0,1.0,16.0,3.0,6320.0,48.0,0.0,40.0,1.0,1.0,True,,2014,TX
42.0,1.0,19.0,1.0,7150.0,303.0,1.0,40.0,1.0,1.0,True,0.0,2014,TX
69.0,1.0,17.0,1.0,1540.0,48.0,0.0,40.0,1.0,1.0,True,,2014,TX
32.0,1.0,16.0,4.0,4720.0,48.0,2.0,38.0,2.0,1.0,False,32600.0,2014,TX
53.0,7.0,21.0,5.0,10.0,48.0,0.0,55.0,1.0,1.0,True,10260.0,2014,TX
27.0,4.0,16.0,5.0,4220.0,48.0,2.0,12.0,1.0,1.0,False,116700.0,2014,TX
67.0,4.0,16.0,1.0,3500.0,48.0,1.0,15.0,2.0,1.0,False,60000.0,2014,TX
45.0,6.0,19.0,4.0,8350.0,303.0,0.0,20.0,2.0,1.0,False,10400.0,2014,TX
18.0,1.0,18.0,5.0,4720.0,6.0,2.0,20.0,1.0,1.0,False,90100.0,2014,TX
35.0,2.0,22.0,5.0,2010.0,47.0,12.0,45.0,2.0,1.0,False,,2014,TX
57.0,2.0,21.0,1.0,4600.0,26.0,1.0,2.0,2.0,1.0,False,52000.0,2014,TX
45.0,3.0,17.0,1.0,3600.0,39.0,0.0,40.0,2.0,2.0,False,52000.0,2014,TX
63.0,1.0,15.0,1.0,9520.0,48.0,1.0,20.0,1.0,1.0,False,,2014,TX
52.0,1.0,18.0,1.0,110.0,109.0,1.0,40.0,1.0,1.0,True,,2014,TX
26.0,1.0,21.0,5.0,2630.0,48.0,13.0,45.0,1.0,8.0,False,84000.0,2014,TX
63.0,1.0,18.0,3.0,4220.0,5.0,0.0,60.0,1.0,1.0,True,,2014,TX
31.0,1.0,24.0,5.0,4700.0,451.0,2.0,40.0,1.0,2.0,False,0.0,2014,TX
36.0,1.0,19.0,3.0,310.0,303.0,0.0,40.0,2.0,1.0,False,24000.0,2014,TX
23.0,1.0,17.0,5.0,9750.0,48.0,2.0,40.0,1.0,2.0,False,0.0,2014,TX
22.0,1.0,21.0,5.0,5260.0,17.0,2.0,30.0,2.0,1.0,False,7000.0,2014,TX
47.0,1.0,5.0,3.0,5620.0,303.0,0.0,32.0,2.0,1.0,False,47000.0,2014,TX
39.0,4.0,22.0,1.0,230.0,48.0,1.0,40.0,2.0,1.0,True,200000.0,2014,TX
57.0,1.0,19.0,1.0,7700.0,48.0,0.0,40.0,1.0,8.0,False,,2014,TX
20.0,2.0,19.0,5.0,5700.0,15.0,11.0,15.0,2.0,1.0,False,70000.0,2014,TX
46.0,1.0,20.0,5.0,2310.0,370.0,0.0,35.0,2.0,1.0,False,56000.0,2014,TX
67.0,1.0,20.0,1.0,5610.0,48.0,1.0,30.0,1.0,1.0,True,10900.0,2014,TX
55.0,1.0,21.0,1.0,2310.0,48.0,1.0,40.0,2.0,1.0,False,12600.0,2014,TX
42.0,1.0,22.0,3.0,1020.0,39.0,0.0,35.0,1.0,2.0,True,80000.0,2014,TX
29.0,1.0,22.0,1.0,1300.0,35.0,0.0,45.0,1.0,1.0,False,15000.0,2014,TX
24.0,1.0,19.0,5.0,5000.0,5.0,2.0,40.0,1.0,2.0,False,0.0,2014,TX
57.0,4.0,16.0,2.0,4020.0,48.0,0.0,35.0,2.0,1.0,False,110000.0,2014,TX
18.0,1.0,16.0,5.0,4760.0,48.0,2.0,10.0,2.0,2.0,False,1400.0,2014,TX
22.0,1.0,16.0,5.0,4040.0,48.0,2.0,30.0,2.0,1.0,False,8700.0,2014,TX
38.0,1.0,19.0,4.0,5940.0,468.0,0.0,40.0,2.0,2.0,True,19200.0,2014,TX
58.0,1.0,13.0,1.0,7200.0,22.0,0.0,40.0,1.0,1.0,False,,2014,TX
20.0,1.0,17.0,5.0,4020.0,48.0,16.0,40.0,1.0,1.0,False,11000.0,2014,TX
23.0,1.0,16.0,1.0,8965.0,48.0,1.0,48.0,1.0,1.0,False,60000.0,2014,TX
56.0,1.0,19.0,1.0,5600.0,51.0,1.0,40.0,1.0,2.0,False,95300.0,2014,TX
55.0,7.0,16.0,1.0,6230.0,8.0,0.0,48.0,1.0,1.0,True,900.0,2014,TX
19.0,1.0,19.0,5.0,4720.0,48.0,0.0,40.0,2.0,1.0,False,98000.0,2014,TX
50.0,7.0,23.0,3.0,230.0,48.0,0.0,30.0,2.0,1.0,True,410000.0,2014,TX
65.0,6.0,18.0,1.0,4610.0,48.0,1.0,20.0,2.0,1.0,False,72000.0,2014,TX
43.0,6.0,18.0,1.0,4840.0,48.0,0.0,60.0,1.0,1.0,True,23000.0,2014,TX
25.0,1.0,20.0,1.0,3300.0,48.0,1.0,40.0,2.0,1.0,False,80000.0,2014,TX
40.0,3.0,22.0,1.0,10.0,48.0,0.0,50.0,1.0,1.0,True,53000.0,2014,TX
41.0,1.0,19.0,1.0,120.0,48.0,0.0,50.0,1.0,1.0,True,3600.0,2014,TX
47.0,3.0,22.0,1.0,2310.0,53.0,0.0,50.0,1.0,1.0,True,4100.0,2014,TX
63.0,7.0,18.0,1.0,6320.0,48.0,0.0,35.0,1.0,1.0,False,,2014,TX
25.0,6.0,20.0,5.0,4320.0,48.0,0.0,20.0,1.0,1.0,False,,2014,TX
50.0,1.0,19.0,1.0,2340.0,33.0,1.0,40.0,1.0,1.0,True,40000.0,2014,TX
24.0,4.0,19.0,4.0,3600.0,303.0,0.0,40.0,2.0,1.0,False,79000.0,2014,TX
61.0,2.0,24.0,1.0,2040.0,48.0,1.0,12.0,1.0,1.0,False,0.0,2014,TX
54.0,1.0,6.0,1.0,6260.0,303.0,0.0,20.0,1.0,1.0,False,0.0,2014,TX
59.0,1.0,18.0,5.0,4760.0,312.0,11.0,40.0,2.0,1.0,False,149430.0,2014,TX
45.0,4.0,12.0,2.0,4130.0,303.0,0.0,40.0,2.0,1.0,False,3200.0,2014,TX
57.0,3.0,19.0,1.0,2540.0,48.0,0.0,40.0,2.0,1.0,False,11000.0,2014,TX
36.0,1.0,21.0,1.0,4850.0,48.0,0.0,34.0,2.0,6.0,True,0.0,2014,TX
64.0,1.0,16.0,5.0,8320.0,303.0,10.0,40.0,2.0,1.0,False,45000.0,2014,TX
25.0,1.0,21.0,5.0,430.0,48.0,0.0,60.0,2.0,1.0,True,43300.0,2014,TX
56.0,1.0,21.0,5.0,5120.0,48.0,0.0,32.0,1.0,1.0,False,,2014,TX
46.0,1.0,21.0,3.0,9240.0,139.0,0.0,4.0,1.0,2.0,False,0.0,2014,TX
70.0,1.0,15.0,3.0,4230.0,48.0,10.0,29.0,2.0,1.0,False,,2014,TX
54.0,1.0,18.0,1.0,5600.0,370.0,1.0,40.0,2.0,1.0,True,16000.0,2014,TX
32.0,1.0,22.0,1.0,2310.0,210.0,1.0,40.0,2.0,6.0,False,57000.0,2014,TX
30.0,1.0,20.0,3.0,1930.0,48.0,0.0,40.0,1.0,1.0,True,,2014,TX
23.0,1.0,19.0,5.0,4420.0,48.0,2.0,25.0,1.0,1.0,False,8600.0,2014,TX
50.0,2.0,21.0,1.0,4600.0,48.0,0.0,35.0,2.0,2.0,False,5100.0,2014,TX
43.0,2.0,21.0,1.0,1650.0,48.0,0.0,40.0,1.0,1.0,True,30800.0,2014,TX
34.0,1.0,16.0,5.0,4220.0,314.0,0.0,40.0,1.0,1.0,False,14000.0,2014,TX
36.0,1.0,17.0,4.0,940.0,48.0,0.0,45.0,1.0,1.0,False,24000.0,2014,TX
33.0,1.0,16.0,5.0,6440.0,48.0,13.0,50.0,1.0,1.0,False,98000.0,2014,TX
46.0,1.0,22.0,1.0,1360.0,6.0,0.0,42.0,2.0,1.0,True,19600.0,2014,TX
51.0,1.0,21.0,1.0,430.0,48.0,0.0,50.0,1.0,1.0,True,31200.0,2014,TX
52.0,6.0,17.0,3.0,410.0,48.0,0.0,30.0,1.0,1.0,False,,2014,TX
60.0,1.0,19.0,1.0,4850.0,303.0,0.0,50.0,1.0,1.0,False,50000.0,2014,TX
52.0,7.0,19.0,1.0,9510.0,24.0,1.0,30.0,1.0,1.0,False,33000.0,2014,TX
55.0,1.0,20.0,1.0,530.0,303.0,0.0,40.0,1.0,1.0,False,46300.0,2014,TX
23.0,3.0,20.0,5.0,2320.0,48.0,2.0,30.0,1.0,1.0,False,13500.0,2014,TX
29.0,1.0,19.0,5.0,5240.0,48.0,2.0,40.0,1.0,2.0,False,45000.0,2014,TX
28.0,1.0,21.0,1.0,300.0,48.0,0.0,43.0,1.0,1.0,True,11800.0,2014,TX
54.0,3.0,20.0,1.0,2540.0,48.0,1.0,40.0,2.0,1.0,False,0.0,2014,TX
51.0,2.0,1.0,5.0,9620.0,48.0,17.0,40.0,2.0,1.0,False,,2014,TX
23.0,1.0,16.0,5.0,4760.0,48.0,2.0,35.0,2.0,8.0,False,3000.0,2014,TX
42.0,1.0,19.0,5.0,4110.0,72.0,0.0,30.0,2.0,9.0,False,12000.0,2014,TX
28.0,2.0,21.0,1.0,3255.0,49.0,0.0,32.0,1.0,1.0,True,,2014,TX
35.0,1.0,23.0,1.0,2100.0,2.0,1.0,50.0,2.0,1.0,True,0.0,2014,TX
34.0,3.0,18.0,3.0,9130.0,48.0,0.0,40.0,1.0,1.0,False,88000.0,2014,TX
26.0,1.0,16.0,5.0,9350.0,48.0,13.0,70.0,1.0,1.0,False,55000.0,2014,TX
54.0,2.0,21.0,1.0,3255.0,19.0,0.0,32.0,2.0,1.0,True,0.0,2014,TX
58.0,1.0,16.0,1.0,9130.0,48.0,0.0,50.0,1.0,1.0,True,18700.0,2014,TX
41.0,1.0,16.0,1.0,4020.0,303.0,0.0,36.0,1.0,1.0,False,,2014,TX
35.0,1.0,22.0,1.0,3255.0,53.0,0.0,40.0,2.0,1.0,True,0.0,2014,TX
35.0,1.0,20.0,5.0,6355.0,48.0,0.0,52.0,1.0,1.0,True,3000.0,2014,TX
45.0,1.0,19.0,3.0,9000.0,12.0,5.0,40.0,1.0,1.0,False,13500.0,2014,TX
35.0,1.0,16.0,1.0,7150.0,313.0,0.0,45.0,1.0,1.0,False,95000.0,2014,TX
65.0,1.0,19.0,3.0,5620.0,36.0,0.0,38.0,2.0,1.0,False,8300.0,2014,TX
24.0,1.0,20.0,5.0,3255.0,48.0,2.0,42.0,2.0,1.0,True,55000.0,2014,TX
38.0,1.0,17.0,3.0,6260.0,6.0,15.0,40.0,1.0,1.0,False,0.0,2014,TX
38.0,1.0,21.0,1.0,120.0,48.0,1.0,40.0,2.0,1.0,False,56800.0,2014,TX
50.0,1.0,21.0,1.0,2300.0,40.0,0.0,26.0,2.0,1.0,False,22100.0,2014,TX
37.0,1.0,19.0,5.0,4610.0,303.0,5.0,40.0,1.0,8.0,False,11000.0,2014,TX
22.0,2.0,21.0,5.0,1005.0,49.0,0.0,40.0,1.0,9.0,False,,2014,TX
42.0,1.0,22.0,1.0,2100.0,360.0,0.0,40.0,1.0,1.0,True,52000.0,2014,TX
46.0,1.0,19.0,3.0,7700.0,48.0,0.0,48.0,2.0,8.0,False,,2014,TX
50.0,1.0,17.0,3.0,310.0,6.0,0.0,50.0,1.0,1.0,False,50000.0,2014,TX
41.0,6.0,20.0,1.0,5820.0,48.0,0.0,45.0,2.0,1.0,False,26420.0,2014,TX
23.0,1.0,19.0,5.0,4760.0,303.0,2.0,35.0,1.0,1.0,False,36000.0,2014,TX
31.0,3.0,23.0,5.0,3060.0,17.0,0.0,60.0,1.0,6.0,True,38000.0,2014,TX
63.0,7.0,10.0,2.0,4230.0,48.0,0.0,45.0,2.0,1.0,False,80000.0,2014,TX
21.0,1.0,16.0,5.0,4220.0,48.0,4.0,12.0,1.0,8.0,False,8760.0,2014,TX
48.0,6.0,16.0,1.0,4510.0,9.0,1.0,40.0,2.0,1.0,False,3000.0,2014,TX
35.0,1.0,14.0,1.0,8140.0,303.0,1.0,50.0,1.0,1.0,True,28000.0,2014,TX
34.0,7.0,17.0,1.0,4920.0,303.0,1.0,20.0,2.0,1.0,False,45000.0,2014,TX
46.0,6.0,17.0,5.0,6230.0,48.0,2.0,40.0,1.0,1.0,False,52000.0,2014,TX
27.0,1.0,19.0,1.0,2720.0,6.0,1.0,40.0,1.0,9.0,False,68004.0,2014,TX
67.0,3.0,22.0,1.0,230.0,48.0,1.0,50.0,2.0,1.0,True,39500.0,2014,TX
50.0,1.0,15.0,1.0,160.0,42.0,0.0,40.0,1.0,1.0,False,0.0,2014,TX
85.0,7.0,19.0,1.0,410.0,48.0,0.0,60.0,1.0,1.0,True,2000.0,2014,TX
50.0,3.0,20.0,1.0,3710.0,48.0,0.0,40.0,1.0,1.0,True,,2014,TX
50.0,1.0,18.0,1.0,7330.0,48.0,1.0,50.0,1.0,1.0,False,,2014,TX
60.0,1.0,21.0,1.0,4810.0,48.0,0.0,40.0,1.0,1.0,True,90000.0,2014,TX
25.0,1.0,21.0,5.0,5700.0,42.0,0.0,40.0,2.0,1.0,False,,2014,TX
47.0,1.0,20.0,3.0,350.0,6.0,0.0,40.0,2.0,1.0,True,30000.0,2014,TX
53.0,2.0,23.0,1.0,3060.0,6.0,1.0,60.0,1.0,1.0,True,,2014,TX
80.0,6.0,22.0,2.0,2010.0,31.0,0.0,30.0,2.0,1.0,False,0.0,2014,TX
53.0,1.0,18.0,1.0,1050.0,48.0,1.0,40.0,1.0,1.0,True,,2014,TX
54.0,7.0,19.0,1.0,6200.0,48.0,1.0,60.0,1.0,1.0,True,48000.0,2014,TX
29.0,1.0,16.0,5.0,5000.0,48.0,2.0,40.0,2.0,1.0,False,20400.0,2014,TX
49.0,1.0,19.0,1.0,7315.0,48.0,1.0,40.0,1.0,1.0,False,,2014,TX
33.0,1.0,10.0,1.0,6420.0,303.0,0.0,40.0,1.0,3.0,False,4690.0,2014,TX
38.0,6.0,16.0,1.0,4510.0,48.0,0.0,15.0,2.0,1.0,False,75000.0,2014,TX
24.0,1.0,13.0,5.0,4720.0,48.0,15.0,10.0,2.0,1.0,False,19500.0,2014,TX
56.0,1.0,16.0,3.0,7920.0,48.0,0.0,40.0,1.0,1.0,False,20800.0,2014,TX
52.0,1.0,16.0,1.0,7200.0,48.0,1.0,60.0,1.0,1.0,False,0.0,2014,TX
44.0,4.0,22.0,1.0,2200.0,22.0,1.0,40.0,1.0,1.0,True,0.0,2014,TX
40.0,3.0,16.0,5.0,6440.0,48.0,13.0,40.0,1.0,1.0,False,,2014,TX
48.0,3.0,16.0,1.0,4220.0,303.0,0.0,40.0,1.0,1.0,False,0.0,2014,TX
23.0,1.0,19.0,5.0,2750.0,48.0,13.0,50.0,1.0,1.0,False,32000.0,2014,TX
57.0,1.0,12.0,1.0,7220.0,303.0,0.0,40.0,1.0,8.0,False,21000.0,2014,TX
55.0,3.0,16.0,3.0,4710.0,247.0,0.0,50.0,1.0,6.0,False,10.0,2014,TX
33.0,1.0,23.0,1.0,2100.0,48.0,0.0,60.0,1.0,1.0,True,25000.0,2014,TX
59.0,7.0,21.0,1.0,4710.0,48.0,1.0,16.0,2.0,1.0,True,8400.0,2014,TX
27.0,1.0,19.0,5.0,6400.0,303.0,0.0,40.0,1.0,1.0,False,45000.0,2014,TX
42.0,6.0,16.0,5.0,4020.0,6.0,16.0,60.0,1.0,1.0,False,22800.0,2014,TX
68.0,2.0,19.0,1.0,8300.0,27.0,1.0,16.0,2.0,1.0,False,,2014,TX
40.0,1.0,19.0,5.0,4720.0,48.0,2.0,56.0,1.0,1.0,False,0.0,2014,TX
53.0,6.0,21.0,1.0,2040.0,217.0,1.0,40.0,1.0,6.0,False,,2014,TX
65.0,3.0,19.0,1.0,430.0,48.0,0.0,40.0,1.0,1.0,True,,2014,TX
59.0,3.0,20.0,1.0,5860.0,48.0,1.0,40.0,2.0,8.0,True,19100.0,2014,TX
57.0,1.0,22.0,1.0,3255.0,48.0,0.0,45.0,2.0,1.0,True,0.0,2014,TX
27.0,1.0,21.0,5.0,4700.0,48.0,0.0,50.0,2.0,1.0,False,56000.0,2014,TX
34.0,2.0,13.0,1.0,6230.0,303.0,1.0,40.0,1.0,1.0,False,9800.0,2014,TX
64.0,1.0,20.0,5.0,5810.0,301.0,0.0,15.0,2.0,1.0,False,23000.0,2014,TX
37.0,1.0,15.0,1.0,310.0,303.0,1.0,50.0,1.0,1.0,False,0.0,2014,TX
55.0,3.0,14.0,5.0,9620.0,48.0,5.0,40.0,1.0,2.0,False,,2014,TX
25.0,1.0,8.0,5.0,6230.0,303.0,0.0,40.0,1.0,1.0,False,20100.0,2014,TX
65.0,1.0,19.0,1.0,8740.0,13.0,1.0,60.0,1.0,1.0,True,38000.0,2014,TX
51.0,2.0,21.0,1.0,2430.0,48.0,0.0,40.0,2.0,1.0,True,,2014,TX
67.0,1.0,19.0,1.0,4920.0,303.0,1.0,15.0,2.0,1.0,False,,2014,TX
53.0,1.0,16.0,1.0,4760.0,48.0,6.0,40.0,2.0,1.0,False,,2014,TX
28.0,1.0,22.0,1.0,3160.0,48.0,1.0,40.0,2.0,1.0,True,18700.0,2014,TX
56.0,1.0,24.0,3.0,4700.0,134.0,0.0,60.0,1.0,1.0,True,0.0,2014,TX
33.0,1.0,19.0,1.0,4020.0,48.0,1.0,40.0,1.0,2.0,False,0.0,2014,TX
45.0,1.0,16.0,1.0,5700.0,48.0,0.0,40.0,2.0,1.0,False,0.0,2014,TX
30.0,1.0,19.0,5.0,410.0,48.0,0.0,45.0,1.0,1.0,True,0.0,2014,TX
46.0,1.0,19.0,1.0,5610.0,6.0,0.0,55.0,1.0,1.0,False,9000.0,2014,TX
18.0,1.0,16.0,5.0,3955.0,48.0,17.0,30.0,1.0,1.0,False,153000.0,2014,TX
47.0,3.0,16.0,1.0,5120.0,48.0,5.0,37.0,2.0,1.0,False,2300.0,2014,TX
59.0,1.0,22.0,1.0,840.0,242.0,1.0,40.0,2.0,6.0,True,35400.0,2014,TX
29.0,1.0,19.0,5.0,3600.0,48.0,15.0,50.0,1.0,1.0,False,0.0,2014,TX
50.0,1.0,19.0,1.0,6440.0,303.0,1.0,50.0,1.0,1.0,False,,2014,TX
63.0,4.0,19.0,2.0,5120.0,48.0,0.0,40.0,2.0,1.0,False,,2014,TX
75.0,2.0,21.0,1.0,4220.0,233.0,0.0,32.0,1.0,6.0,True,0.0,2014,TX
29.0,1.0,19.0,5.0,3930.0,48.0,0.0,55.0,1.0,1.0,False,123000.0,2014,TX
86.0,6.0,15.0,1.0,5000.0,40.0,6.0,60.0,1.0,1.0,True,45000.0,2014,TX
70.0,2.0,17.0,2.0,4010.0,48.0,0.0,40.0,2.0,1.0,False,45000.0,2014,TX
57.0,1.0,21.0,1.0,2630.0,48.0,0.0,40.0,1.0,1.0,True,30000.0,2014,TX
18.0,1.0,16.0,5.0,4130.0,6.0,2.0,30.0,1.0,1.0,False,13700.0,2014,TX
36.0,1.0,20.0,3.0,735.0,48.0,0.0,30.0,1.0,1.0,True,50000.0,2014,TX
18.0,1.0,16.0,5.0,6130.0,48.0,2.0,20.0,1.0,2.0,False,8500.0,2014,TX
23.0,4.0,21.0,5.0,2310.0,48.0,0.0,30.0,2.0,1.0,False,8200.0,2014,TX
49.0,1.0,21.0,1.0,7000.0,48.0,1.0,55.0,1.0,1.0,True,35800.0,2014,TX
50.0,3.0,16.0,1.0,7210.0,327.0,0.0,40.0,1.0,8.0,False,33300.0,2014,TX
42.0,1.0,21.0,1.0,3310.0,333.0,1.0,20.0,2.0,9.0,False,46000.0,2014,TX
80.0,1.0,6.0,1.0,3600.0,48.0,1.0,3.0,2.0,1.0,False,0.0,2014,TX
30.0,1.0,19.0,3.0,5840.0,48.0,2.0,40.0,2.0,1.0,False,0.0,2014,TX
48.0,1.0,17.0,1.0,7150.0,48.0,1.0,60.0,1.0,9.0,True,165000.0,2014,TX
40.0,1.0,21.0,5.0,800.0,247.0,2.0,52.0,2.0,6.0,True,35000.0,2014,TX
58.0,1.0,16.0,1.0,5820.0,42.0,1.0,45.0,2.0,1.0,False,0.0,2014,TX
38.0,1.0,18.0,3.0,4710.0,45.0,12.0,45.0,1.0,2.0,False,65000.0,2014,TX
31.0,1.0,16.0,5.0,7315.0,12.0,4.0,30.0,1.0,1.0,False,71000.0,2014,TX
44.0,1.0,19.0,1.0,2540.0,48.0,1.0,40.0,2.0,1.0,False,30000.0,2014,TX
37.0,7.0,18.0,1.0,2160.0,303.0,1.0,20.0,2.0,1.0,False,0.0,2014,TX
49.0,1.0,1.0,1.0,4220.0,303.0,0.0,40.0,1.0,1.0,False,36000.0,2014,TX
52.0,1.0,16.0,1.0,4700.0,48.0,1.0,40.0,2.0,1.0,True,28000.0,2014,TX
52.0,1.0,16.0,1.0,7420.0,24.0,0.0,50.0,1.0,1.0,False,4100.0,2014,TX
44.0,1.0,23.0,5.0,3010.0,12.0,0.0,40.0,1.0,9.0,True,0.0,2014,TX
37.0,2.0,24.0,1.0,2200.0,6.0,1.0,50.0,1.0,1.0,True,6700.0,2014,TX
25.0,1.0,19.0,5.0,4050.0,48.0,10.0,30.0,2.0,2.0,False,60000.0,2014,TX
18.0,6.0,19.0,5.0,10.0,24.0,0.0,40.0,1.0,1.0,False,5000.0,2014,TX
37.0,1.0,22.0,1.0,3260.0,10.0,1.0,30.0,2.0,1.0,False,8000.0,2014,TX
38.0,1.0,19.0,3.0,5120.0,48.0,0.0,40.0,2.0,1.0,False,7800.0,2014,TX
