AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,label,PINCP,Year,State
46.0,3.0,19.0,1.0,3740.0,26.0,1.0,48.0,1.0,1.0,True,0.0,2014,MI
19.0,2.0,18.0,5.0,4600.0,26.0,17.0,15.0,2.0,1.0,False,,2014,MI
28.0,7.0,19.0,1.0,4510.0,26.0,1.0,30.0,2.0,1.0,False,,2014,MI
37.0,6.0,19.0,1.0,2850.0,26.0,0.0,20.0,2.0,1.0,False,45000.0,2014,MI
29.0,1.0,22.0,1.0,800.0,26.0,0.0,40.0,2.0,1.0,True,39200.0,2014,MI
49.0,1.0,16.0,1.0,5840.0,26.0,0.0,24.0,2.0,1.0,False,,2014,MI
63.0,5.0,19.0,2.0,9620.0,17.0,0.0,40.0,2.0,2.0,True,80000.0,2014,MI
50.0,4.0,21.0,3.0,2825.0,26.0,0.0,45.0,1.0,1.0,True,600.0,2014,MI
44.0,1.0,16.0,1.0,7950.0,26.0,0.0,45.0,2.0,1.0,False,19000.0,2014,MI
54.0,1.0,20.0,5.0,9620.0,55.0,0.0,40.0,1.0,1.0,False,,2014,MI
48.0,1.0,17.0,5.0,9620.0,26.0,17.0,40.0,1.0,1.0,False,,2014,MI
62.0,1.0,19.0,1.0,2000.0,26.0,0.0,40.0,1.0,1.0,False,,2014,MI
40.0,1.0,21.0,3.0,1107.0,26.0,0.0,40.0,1.0,2.0,False,47000.0,2014,MI
57.0,1.0,15.0,1.0,9620.0,26.0,1.0,60.0,2.0,1.0,False,17000.0,2014,MI
48.0,1.0,18.0,5.0,7950.0,26.0,0.0,40.0,1.0,1.0,False,75000.0,2014,MI
45.0,1.0,21.0,3.0,540.0,26.0,0.0,38.0,2.0,1.0,False,4200.0,2014,MI
25.0,1.0,16.0,5.0,9130.0,26.0,2.0,55.0,1.0,1.0,False,,2014,MI
61.0,1.0,18.0,1.0,4710.0,26.0,1.0,45.0,2.0,1.0,True,20000.0,2014,MI
28.0,1.0,19.0,5.0,4040.0,26.0,16.0,40.0,1.0,2.0,False,12200.0,2014,MI
43.0,2.0,18.0,1.0,3500.0,26.0,0.0,24.0,2.0,9.0,False,8000.0,2014,MI
21.0,1.0,21.0,1.0,4030.0,26.0,0.0,23.0,2.0,1.0,False,115000.0,2014,MI
44.0,1.0,16.0,3.0,8810.0,26.0,0.0,40.0,1.0,1.0,True,38000.0,2014,MI
23.0,2.0,21.0,5.0,2720.0,26.0,0.0,25.0,2.0,1.0,False,81200.0,2014,MI
20.0,4.0,19.0,5.0,2310.0,26.0,2.0,40.0,2.0,2.0,False,,2014,MI
22.0,1.0,17.0,5.0,4720.0,26.0,2.0,20.0,2.0,1.0,False,23000.0,2014,MI
34.0,1.0,23.0,1.0,2100.0,26.0,0.0,45.0,1.0,1.0,True,36000.0,2014,MI
19.0,1.0,19.0,5.0,4620.0,26.0,2.0,50.0,1.0,1.0,False,,2014,MI
47.0,1.0,21.0,1.0,630.0,12.0,0.0,50.0,2.0,1.0,True,36000.0,2014,MI
51.0,1.0,18.0,1.0,5100.0,26.0,1.0,40.0,1.0,1.0,False,60000.0,2014,MI
65.0,1.0,21.0,1.0,5120.0,26.0,0.0,32.0,2.0,1.0,False,65000.0,2014,MI
25.0,1.0,18.0,5.0,5700.0,26.0,12.0,23.0,2.0,1.0,False,9100.0,2014,MI
26.0,7.0,20.0,5.0,4620.0,26.0,2.0,65.0,1.0,1.0,False,12000.0,2014,MI
48.0,1.0,18.0,1.0,4965.0,47.0,0.0,20.0,2.0,1.0,False,11100.0,2014,MI
63.0,1.0,18.0,1.0,7330.0,26.0,0.0,45.0,1.0,1.0,False,18000.0,2014,MI
62.0,1.0,20.0,1.0,4250.0,26.0,1.0,40.0,1.0,1.0,False,54300.0,2014,MI
49.0,5.0,19.0,1.0,430.0,18.0,0.0,40.0,1.0,1.0,True,30000.0,2014,MI
52.0,1.0,20.0,1.0,310.0,224.0,0.0,40.0,2.0,1.0,False,0.0,2014,MI
51.0,1.0,20.0,3.0,7630.0,26.0,0.0,45.0,1.0,1.0,True,8800.0,2014,MI
21.0,1.0,21.0,5.0,4720.0,26.0,0.0,30.0,2.0,1.0,False,4800.0,2014,MI
59.0,7.0,14.0,1.0,4760.0,249.0,1.0,35.0,1.0,9.0,False,5800.0,2014,MI
53.0,1.0,21.0,5.0,8965.0,213.0,5.0,40.0,2.0,1.0,False,19200.0,2014,MI
31.0,1.0,20.0,5.0,3255.0,26.0,13.0,40.0,2.0,1.0,False,50000.0,2014,MI
29.0,1.0,16.0,3.0,4010.0,26.0,0.0,40.0,1.0,1.0,False,7000.0,2014,MI
33.0,1.0,21.0,1.0,3255.0,26.0,1.0,36.0,2.0,1.0,True,14200.0,2014,MI
17.0,1.0,14.0,5.0,9620.0,26.0,2.0,30.0,2.0,1.0,False,27000.0,2014,MI
78.0,1.0,18.0,3.0,410.0,26.0,0.0,40.0,1.0,1.0,True,44000.0,2014,MI
74.0,1.0,24.0,1.0,1020.0,42.0,0.0,30.0,1.0,1.0,True,100760.0,2014,MI
49.0,7.0,17.0,1.0,5120.0,26.0,1.0,40.0,2.0,1.0,True,13700.0,2014,MI
32.0,1.0,20.0,1.0,3640.0,26.0,0.0,30.0,2.0,1.0,False,20000.0,2014,MI
30.0,1.0,22.0,1.0,1460.0,210.0,1.0,40.0,2.0,6.0,True,0.0,2014,MI
54.0,7.0,16.0,1.0,735.0,26.0,1.0,60.0,2.0,1.0,False,24430.0,2014,MI
52.0,1.0,16.0,1.0,4720.0,51.0,0.0,42.0,2.0,1.0,False,,2014,MI
55.0,1.0,20.0,1.0,800.0,26.0,0.0,43.0,2.0,1.0,False,2000.0,2014,MI
25.0,1.0,21.0,1.0,1107.0,26.0,0.0,35.0,1.0,1.0,False,20000.0,2014,MI
61.0,1.0,16.0,1.0,9120.0,26.0,1.0,25.0,2.0,1.0,False,89000.0,2014,MI
59.0,3.0,21.0,1.0,2310.0,46.0,1.0,50.0,2.0,1.0,True,,2014,MI
54.0,2.0,20.0,1.0,2630.0,38.0,1.0,15.0,2.0,1.0,False,59900.0,2014,MI
20.0,1.0,19.0,5.0,4110.0,26.0,0.0,30.0,2.0,1.0,False,,2014,MI
50.0,2.0,16.0,1.0,4200.0,26.0,1.0,40.0,1.0,1.0,False,60000.0,2014,MI
39.0,6.0,19.0,1.0,4600.0,26.0,0.0,50.0,2.0,1.0,False,115000.0,2014,MI
48.0,1.0,19.0,1.0,150.0,26.0,0.0,50.0,2.0,1.0,False,38300.0,2014,MI
53.0,7.0,24.0,1.0,4700.0,242.0,0.0,25.0,2.0,1.0,False,0.0,2014,MI
59.0,1.0,17.0,3.0,7810.0,26.0,0.0,24.0,2.0,1.0,False,12000.0,2014,MI
40.0,3.0,13.0,1.0,9130.0,26.0,0.0,40.0,1.0,1.0,True,80000.0,2014,MI
58.0,6.0,16.0,1.0,6230.0,26.0,0.0,50.0,1.0,2.0,True,60000.0,2014,MI
53.0,3.0,21.0,1.0,2540.0,316.0,1.0,60.0,2.0,1.0,False,,2014,MI
38.0,4.0,21.0,1.0,1760.0,26.0,1.0,40.0,2.0,1.0,True,60970.0,2014,MI
34.0,7.0,20.0,1.0,205.0,26.0,1.0,57.0,1.0,1.0,True,19200.0,2014,MI
34.0,1.0,18.0,1.0,4810.0,26.0,0.0,40.0,2.0,1.0,False,16800.0,2014,MI
47.0,1.0,21.0,5.0,430.0,26.0,0.0,50.0,2.0,1.0,True,1200.0,2014,MI
52.0,1.0,16.0,1.0,7700.0,18.0,0.0,50.0,1.0,1.0,True,0.0,2014,MI
53.0,1.0,16.0,1.0,4610.0,26.0,1.0,43.0,1.0,1.0,False,30000.0,2014,MI
51.0,3.0,24.0,1.0,9120.0,26.0,0.0,25.0,2.0,1.0,False,,2014,MI
52.0,1.0,20.0,1.0,4220.0,26.0,0.0,16.0,2.0,1.0,False,70000.0,2014,MI
61.0,1.0,16.0,1.0,9130.0,26.0,1.0,40.0,1.0,1.0,False,15000.0,2014,MI
51.0,1.0,21.0,1.0,4810.0,26.0,0.0,61.0,1.0,1.0,True,19000.0,2014,MI
63.0,1.0,21.0,1.0,430.0,26.0,11.0,40.0,1.0,1.0,True,19700.0,2014,MI
44.0,6.0,19.0,1.0,6230.0,26.0,0.0,37.0,1.0,1.0,True,19020.0,2014,MI
60.0,6.0,22.0,1.0,4230.0,128.0,1.0,20.0,2.0,1.0,False,18000.0,2014,MI
44.0,1.0,20.0,1.0,4700.0,42.0,1.0,46.0,2.0,1.0,False,9140.0,2014,MI
53.0,5.0,19.0,1.0,930.0,26.0,1.0,40.0,2.0,1.0,True,12000.0,2014,MI
41.0,7.0,18.0,1.0,2630.0,26.0,1.0,3.0,2.0,1.0,False,23000.0,2014,MI
43.0,1.0,16.0,5.0,9600.0,134.0,2.0,40.0,1.0,1.0,False,21200.0,2014,MI
37.0,1.0,16.0,1.0,9620.0,26.0,1.0,40.0,1.0,1.0,False,,2014,MI
57.0,1.0,23.0,3.0,2145.0,26.0,0.0,60.0,1.0,1.0,False,,2014,MI
23.0,5.0,18.0,1.0,5260.0,26.0,9.0,20.0,2.0,1.0,False,12400.0,2014,MI
22.0,1.0,19.0,5.0,3420.0,26.0,2.0,25.0,2.0,1.0,False,33100.0,2014,MI
49.0,1.0,16.0,1.0,3030.0,26.0,1.0,40.0,2.0,1.0,False,40000.0,2014,MI
37.0,1.0,16.0,1.0,6220.0,26.0,0.0,40.0,1.0,1.0,False,,2014,MI
50.0,5.0,23.0,1.0,2100.0,26.0,0.0,60.0,1.0,1.0,True,31000.0,2014,MI
55.0,1.0,21.0,1.0,230.0,26.0,1.0,45.0,2.0,1.0,False,,2014,MI
52.0,1.0,16.0,3.0,5620.0,26.0,11.0,35.0,1.0,1.0,False,3500.0,2014,MI
44.0,4.0,22.0,1.0,2310.0,18.0,1.0,50.0,2.0,1.0,True,50000.0,2014,MI
50.0,1.0,20.0,3.0,7750.0,26.0,0.0,40.0,1.0,1.0,False,18000.0,2014,MI
69.0,2.0,19.0,1.0,726.0,17.0,0.0,20.0,2.0,1.0,True,0.0,2014,MI
40.0,1.0,22.0,1.0,5165.0,55.0,0.0,55.0,1.0,1.0,True,44400.0,2014,MI
35.0,1.0,16.0,3.0,6230.0,26.0,0.0,50.0,1.0,1.0,False,70000.0,2014,MI
27.0,6.0,20.0,1.0,205.0,26.0,1.0,60.0,1.0,1.0,True,15000.0,2014,MI
59.0,1.0,16.0,2.0,1550.0,26.0,0.0,40.0,2.0,1.0,False,,2014,MI
32.0,2.0,17.0,1.0,6230.0,26.0,0.0,48.0,1.0,1.0,False,22900.0,2014,MI
30.0,1.0,21.0,5.0,4850.0,39.0,0.0,60.0,2.0,1.0,True,6000.0,2014,MI
39.0,1.0,19.0,3.0,4010.0,26.0,0.0,32.0,2.0,1.0,False,33500.0,2014,MI
41.0,6.0,22.0,3.0,1820.0,26.0,0.0,55.0,2.0,1.0,True,27800.0,2014,MI
57.0,1.0,20.0,1.0,1460.0,26.0,0.0,40.0,1.0,1.0,True,24000.0,2014,MI
65.0,6.0,16.0,1.0,4920.0,26.0,1.0,50.0,2.0,1.0,True,26700.0,2014,MI
48.0,1.0,20.0,1.0,4760.0,224.0,0.0,45.0,1.0,1.0,False,50000.0,2014,MI
27.0,1.0,23.0,1.0,2100.0,26.0,0.0,40.0,1.0,1.0,True,75400.0,2014,MI
69.0,1.0,18.0,1.0,9130.0,26.0,0.0,23.0,1.0,1.0,False,20000.0,2014,MI
52.0,1.0,20.0,5.0,5510.0,26.0,0.0,25.0,1.0,1.0,False,162000.0,2014,MI
36.0,1.0,16.0,1.0,430.0,301.0,0.0,25.0,2.0,1.0,False,1100.0,2014,MI
60.0,2.0,22.0,1.0,420.0,17.0,0.0,45.0,2.0,1.0,True,6500.0,2014,MI
43.0,4.0,16.0,5.0,3600.0,26.0,0.0,20.0,2.0,2.0,False,11100.0,2014,MI
63.0,2.0,20.0,1.0,5510.0,5.0,1.0,16.0,1.0,2.0,False,139600.0,2014,MI
45.0,8.0,16.0,1.0,6355.0,214.0,1.0,40.0,1.0,1.0,False,85000.0,2014,MI
43.0,1.0,16.0,1.0,4760.0,303.0,0.0,40.0,1.0,2.0,False,15200.0,2014,MI
60.0,1.0,19.0,1.0,1920.0,26.0,0.0,40.0,1.0,2.0,True,40000.0,2014,MI
60.0,1.0,9.0,1.0,8965.0,303.0,1.0,40.0,2.0,1.0,False,15400.0,2014,MI
22.0,1.0,19.0,5.0,4720.0,26.0,2.0,40.0,2.0,2.0,False,51000.0,2014,MI
59.0,1.0,18.0,3.0,4940.0,26.0,0.0,42.0,1.0,1.0,False,76000.0,2014,MI
25.0,1.0,20.0,5.0,4760.0,26.0,4.0,40.0,2.0,1.0,False,,2014,MI
64.0,1.0,21.0,1.0,50.0,26.0,0.0,50.0,1.0,1.0,True,150000.0,2014,MI
48.0,1.0,21.0,5.0,160.0,42.0,0.0,40.0,2.0,1.0,True,21600.0,2014,MI
54.0,4.0,21.0,1.0,800.0,26.0,1.0,40.0,2.0,1.0,True,28000.0,2014,MI
37.0,1.0,16.0,1.0,8740.0,26.0,1.0,50.0,1.0,1.0,True,0.0,2014,MI
72.0,1.0,13.0,1.0,6050.0,26.0,1.0,10.0,1.0,1.0,False,15000.0,2014,MI
24.0,1.0,19.0,5.0,4050.0,26.0,0.0,30.0,2.0,1.0,False,34800.0,2014,MI
55.0,2.0,19.0,1.0,2320.0,26.0,0.0,40.0,1.0,1.0,False,52500.0,2014,MI
47.0,1.0,13.0,4.0,8310.0,26.0,0.0,32.0,2.0,2.0,False,87300.0,2014,MI
48.0,1.0,18.0,1.0,8140.0,26.0,0.0,50.0,1.0,1.0,False,1000.0,2014,MI
57.0,6.0,16.0,1.0,205.0,26.0,1.0,55.0,1.0,1.0,False,45000.0,2014,MI
35.0,1.0,19.0,1.0,4700.0,26.0,0.0,40.0,2.0,1.0,False,,2014,MI
42.0,1.0,21.0,1.0,800.0,18.0,0.0,45.0,2.0,1.0,True,18040.0,2014,MI
24.0,1.0,21.0,5.0,1030.0,26.0,2.0,40.0,1.0,1.0,False,14600.0,2014,MI
41.0,7.0,11.0,5.0,6260.0,21.0,0.0,40.0,1.0,1.0,False,0.0,2014,MI
35.0,1.0,21.0,3.0,5240.0,26.0,13.0,34.0,1.0,1.0,False,,2014,MI
47.0,2.0,19.0,3.0,2300.0,21.0,0.0,40.0,2.0,1.0,False,2500.0,2014,MI
24.0,1.0,16.0,5.0,230.0,26.0,2.0,5.0,1.0,2.0,False,0.0,2014,MI
26.0,1.0,21.0,5.0,4850.0,26.0,0.0,40.0,2.0,1.0,False,1000.0,2014,MI
52.0,6.0,16.0,1.0,4950.0,26.0,1.0,6.0,2.0,1.0,False,,2014,MI
27.0,1.0,9.0,1.0,4250.0,303.0,0.0,40.0,1.0,8.0,False,47000.0,2014,MI
37.0,1.0,16.0,5.0,5520.0,26.0,2.0,40.0,2.0,1.0,False,20000.0,2014,MI
18.0,4.0,16.0,5.0,4030.0,26.0,17.0,20.0,2.0,2.0,False,70000.0,2014,MI
60.0,2.0,20.0,1.0,350.0,26.0,1.0,40.0,2.0,1.0,True,92000.0,2014,MI
28.0,1.0,21.0,5.0,5840.0,26.0,0.0,40.0,2.0,1.0,False,0.0,2014,MI
49.0,1.0,19.0,3.0,430.0,26.0,13.0,60.0,1.0,1.0,True,8300.0,2014,MI
57.0,4.0,16.0,1.0,5700.0,26.0,1.0,40.0,2.0,1.0,False,,2014,MI
44.0,7.0,24.0,3.0,2100.0,26.0,0.0,35.0,2.0,1.0,False,36000.0,2014,MI
47.0,6.0,20.0,1.0,2200.0,26.0,0.0,20.0,2.0,1.0,False,1100.0,2014,MI
57.0,5.0,19.0,1.0,5240.0,27.0,1.0,6.0,2.0,1.0,False,30500.0,2014,MI
39.0,1.0,21.0,5.0,5940.0,26.0,15.0,30.0,2.0,1.0,False,,2014,MI
17.0,2.0,15.0,5.0,4020.0,42.0,2.0,15.0,2.0,9.0,False,,2014,MI
54.0,1.0,16.0,1.0,4220.0,26.0,1.0,40.0,1.0,1.0,False,450.0,2014,MI
83.0,1.0,16.0,2.0,5260.0,26.0,0.0,20.0,2.0,1.0,False,102000.0,2014,MI
17.0,1.0,14.0,5.0,4760.0,26.0,2.0,20.0,2.0,1.0,False,0.0,2014,MI
56.0,8.0,17.0,1.0,6200.0,26.0,1.0,45.0,1.0,1.0,False,2000.0,2014,MI
49.0,1.0,20.0,1.0,4700.0,26.0,0.0,45.0,1.0,1.0,True,30000.0,2014,MI
65.0,1.0,16.0,5.0,8965.0,26.0,0.0,40.0,2.0,1.0,False,30300.0,2014,MI
57.0,1.0,16.0,2.0,5860.0,26.0,0.0,40.0,1.0,1.0,True,,2014,MI
54.0,1.0,21.0,1.0,5240.0,26.0,1.0,40.0,2.0,1.0,False,0.0,2014,MI
42.0,1.0,19.0,3.0,8740.0,26.0,5.0,40.0,2.0,1.0,False,56000.0,2014,MI
26.0,1.0,21.0,5.0,2330.0,26.0,2.0,40.0,2.0,1.0,False,50000.0,2014,MI
40.0,5.0,21.0,4.0,3820.0,26.0,0.0,50.0,1.0,1.0,True,86000.0,2014,MI
50.0,7.0,21.0,1.0,4800.0,116.0,1.0,40.0,1.0,1.0,True,33800.0,2014,MI
58.0,6.0,13.0,1.0,6200.0,26.0,0.0,40.0,1.0,1.0,False,14630.0,2014,MI
44.0,1.0,19.0,1.0,9130.0,26.0,11.0,15.0,2.0,1.0,False,20000.0,2014,MI
29.0,1.0,16.0,5.0,4520.0,26.0,2.0,35.0,2.0,1.0,False,74000.0,2014,MI
43.0,1.0,20.0,1.0,220.0,26.0,1.0,45.0,1.0,1.0,True,27500.0,2014,MI
72.0,1.0,18.0,1.0,2430.0,26.0,0.0,10.0,2.0,1.0,False,,2014,MI
54.0,1.0,21.0,3.0,530.0,26.0,2.0,40.0,1.0,1.0,True,15300.0,2014,MI
20.0,1.0,16.0,5.0,1550.0,26.0,2.0,54.0,1.0,1.0,False,47000.0,2014,MI
19.0,1.0,18.0,5.0,5860.0,26.0,17.0,30.0,2.0,1.0,False,,2014,MI
21.0,1.0,19.0,5.0,5240.0,26.0,0.0,28.0,1.0,1.0,False,,2014,MI
27.0,1.0,21.0,5.0,5240.0,8.0,0.0,50.0,2.0,1.0,False,,2014,MI
40.0,1.0,22.0,1.0,530.0,37.0,0.0,45.0,2.0,1.0,True,92000.0,2014,MI
26.0,3.0,18.0,5.0,5520.0,55.0,0.0,40.0,2.0,1.0,False,16000.0,2014,MI
50.0,1.0,19.0,1.0,850.0,301.0,1.0,40.0,2.0,1.0,False,7200.0,2014,MI
48.0,4.0,20.0,1.0,2540.0,26.0,1.0,33.0,2.0,1.0,False,,2014,MI
18.0,3.0,1.0,5.0,4020.0,26.0,16.0,15.0,1.0,2.0,False,1000.0,2014,MI
29.0,1.0,21.0,1.0,2310.0,26.0,0.0,50.0,1.0,1.0,False,48000.0,2014,MI
54.0,1.0,17.0,5.0,8220.0,26.0,0.0,40.0,1.0,1.0,False,29100.0,2014,MI
50.0,1.0,16.0,2.0,7750.0,26.0,0.0,40.0,1.0,1.0,False,,2014,MI
76.0,7.0,19.0,1.0,430.0,26.0,1.0,35.0,2.0,1.0,False,8500.0,2014,MI
38.0,1.0,16.0,5.0,7330.0,6.0,13.0,40.0,1.0,1.0,False,,2014,MI
25.0,1.0,21.0,5.0,3600.0,26.0,2.0,24.0,1.0,1.0,False,13200.0,2014,MI
33.0,1.0,21.0,1.0,1050.0,26.0,0.0,42.0,1.0,1.0,False,11000.0,2014,MI
65.0,5.0,19.0,1.0,110.0,26.0,0.0,40.0,1.0,1.0,True,48000.0,2014,MI
53.0,1.0,20.0,5.0,150.0,26.0,0.0,40.0,1.0,1.0,True,23100.0,2014,MI
62.0,1.0,20.0,1.0,3255.0,30.0,1.0,45.0,2.0,1.0,True,10380.0,2014,MI
56.0,3.0,18.0,3.0,2540.0,26.0,0.0,30.0,2.0,1.0,False,24000.0,2014,MI
27.0,4.0,21.0,1.0,2310.0,26.0,1.0,48.0,2.0,1.0,False,8400.0,2014,MI
32.0,1.0,19.0,4.0,5400.0,26.0,12.0,45.0,2.0,1.0,True,0.0,2014,MI
32.0,3.0,17.0,5.0,6230.0,26.0,16.0,6.0,1.0,2.0,False,,2014,MI
59.0,1.0,17.0,1.0,4760.0,26.0,12.0,35.0,2.0,1.0,False,116000.0,2014,MI
38.0,1.0,21.0,3.0,2160.0,36.0,13.0,38.0,2.0,1.0,False,15600.0,2014,MI
46.0,3.0,18.0,5.0,4220.0,17.0,17.0,12.0,2.0,1.0,False,40000.0,2014,MI
31.0,4.0,24.0,5.0,3060.0,119.0,0.0,60.0,1.0,1.0,False,34750.0,2014,MI
29.0,2.0,14.0,5.0,4020.0,26.0,10.0,40.0,1.0,2.0,False,150.0,2014,MI
42.0,7.0,23.0,1.0,3060.0,26.0,0.0,50.0,1.0,1.0,True,13200.0,2014,MI
21.0,1.0,16.0,5.0,5610.0,26.0,2.0,40.0,1.0,1.0,False,8700.0,2014,MI
75.0,1.0,14.0,1.0,9130.0,17.0,0.0,50.0,1.0,1.0,False,48400.0,2014,MI
33.0,2.0,21.0,1.0,3255.0,26.0,0.0,36.0,2.0,1.0,True,35000.0,2014,MI
32.0,1.0,20.0,1.0,7800.0,17.0,16.0,40.0,1.0,2.0,False,16800.0,2014,MI
40.0,1.0,20.0,1.0,4700.0,26.0,0.0,28.0,2.0,1.0,False,,2014,MI
48.0,1.0,22.0,5.0,5000.0,26.0,2.0,45.0,2.0,1.0,True,,2014,MI
61.0,1.0,16.0,1.0,4760.0,26.0,0.0,40.0,1.0,1.0,False,76000.0,2014,MI
60.0,2.0,19.0,1.0,2016.0,26.0,1.0,12.0,2.0,1.0,False,12000.0,2014,MI
54.0,2.0,19.0,3.0,10.0,26.0,0.0,40.0,1.0,1.0,True,1100.0,2014,MI
39.0,1.0,16.0,1.0,8740.0,45.0,1.0,40.0,2.0,1.0,False,40000.0,2014,MI
43.0,1.0,19.0,1.0,8740.0,301.0,1.0,24.0,2.0,6.0,False,12000.0,2014,MI
21.0,1.0,18.0,5.0,4250.0,26.0,7.0,34.0,2.0,1.0,False,,2014,MI
32.0,1.0,21.0,5.0,8965.0,26.0,2.0,40.0,2.0,1.0,False,11600.0,2014,MI
20.0,1.0,19.0,5.0,4060.0,39.0,2.0,12.0,2.0,1.0,False,4900.0,2014,MI
26.0,1.0,21.0,5.0,2630.0,26.0,0.0,40.0,2.0,1.0,False,24000.0,2014,MI
57.0,2.0,16.0,1.0,5700.0,26.0,1.0,7.0,2.0,1.0,False,42000.0,2014,MI
28.0,4.0,18.0,1.0,4220.0,26.0,16.0,30.0,1.0,9.0,False,19000.0,2014,MI
48.0,1.0,20.0,5.0,4720.0,26.0,0.0,10.0,2.0,2.0,False,8120.0,2014,MI
41.0,1.0,16.0,5.0,4220.0,26.0,2.0,36.0,2.0,1.0,False,0.0,2014,MI
80.0,6.0,23.0,1.0,800.0,26.0,0.0,99.0,1.0,1.0,False,21100.0,2014,MI
21.0,1.0,18.0,5.0,8030.0,26.0,0.0,50.0,1.0,1.0,False,8000.0,2014,MI
39.0,2.0,20.0,1.0,3500.0,26.0,2.0,20.0,2.0,2.0,False,11600.0,2014,MI
63.0,1.0,16.0,1.0,5400.0,26.0,0.0,22.0,2.0,1.0,False,3400.0,2014,MI
29.0,1.0,20.0,5.0,5000.0,26.0,13.0,40.0,2.0,1.0,False,8700.0,2014,MI
78.0,6.0,23.0,1.0,2100.0,26.0,0.0,2.0,1.0,1.0,True,44480.0,2014,MI
28.0,7.0,21.0,5.0,2910.0,26.0,2.0,25.0,2.0,1.0,False,31400.0,2014,MI
24.0,1.0,13.0,5.0,8140.0,303.0,13.0,35.0,1.0,1.0,False,30000.0,2014,MI
22.0,1.0,18.0,5.0,9640.0,26.0,2.0,20.0,1.0,9.0,False,17000.0,2014,MI
54.0,1.0,19.0,1.0,7750.0,26.0,1.0,48.0,1.0,1.0,False,54300.0,2014,MI
49.0,1.0,17.0,4.0,4610.0,110.0,0.0,40.0,2.0,2.0,False,87500.0,2014,MI
58.0,1.0,16.0,3.0,3645.0,1.0,0.0,40.0,2.0,2.0,True,8000.0,2014,MI
57.0,1.0,19.0,1.0,3600.0,26.0,0.0,36.0,1.0,1.0,False,0.0,2014,MI
28.0,3.0,21.0,1.0,2010.0,26.0,0.0,40.0,2.0,1.0,False,12000.0,2014,MI
35.0,1.0,20.0,1.0,120.0,26.0,1.0,36.0,2.0,1.0,False,,2014,MI
58.0,1.0,19.0,1.0,9620.0,26.0,1.0,42.0,1.0,1.0,False,1500.0,2014,MI
55.0,3.0,22.0,1.0,2310.0,26.0,1.0,45.0,2.0,1.0,True,6500.0,2014,MI
17.0,1.0,14.0,5.0,6260.0,26.0,4.0,15.0,1.0,1.0,False,0.0,2014,MI
41.0,1.0,19.0,2.0,5700.0,4.0,0.0,45.0,2.0,1.0,True,7410.0,2014,MI
62.0,4.0,22.0,1.0,2550.0,26.0,0.0,50.0,1.0,1.0,True,0.0,2014,MI
25.0,1.0,19.0,5.0,5310.0,26.0,13.0,24.0,2.0,1.0,False,85000.0,2014,MI
28.0,1.0,17.0,1.0,7950.0,26.0,1.0,40.0,1.0,1.0,False,10900.0,2014,MI
66.0,1.0,20.0,1.0,3645.0,11.0,1.0,20.0,2.0,1.0,False,,2014,MI
34.0,1.0,17.0,1.0,8610.0,26.0,1.0,60.0,1.0,1.0,True,30000.0,2014,MI
30.0,1.0,17.0,3.0,4250.0,49.0,16.0,40.0,1.0,1.0,False,150000.0,2014,MI
44.0,3.0,22.0,1.0,3230.0,26.0,0.0,50.0,2.0,1.0,False,46000.0,2014,MI
60.0,2.0,21.0,2.0,3255.0,26.0,0.0,36.0,2.0,1.0,True,0.0,2014,MI
38.0,1.0,20.0,1.0,4110.0,26.0,0.0,15.0,1.0,1.0,False,125000.0,2014,MI
38.0,1.0,18.0,1.0,4850.0,26.0,0.0,40.0,1.0,1.0,False,0.0,2014,MI
24.0,1.0,1.0,5.0,4850.0,26.0,0.0,45.0,1.0,1.0,False,35400.0,2014,MI
65.0,1.0,11.0,3.0,4010.0,26.0,5.0,30.0,2.0,1.0,False,15000.0,2014,MI
23.0,1.0,16.0,5.0,310.0,26.0,0.0,37.0,2.0,1.0,False,,2014,MI
52.0,1.0,18.0,3.0,7420.0,26.0,0.0,40.0,2.0,1.0,True,9000.0,2014,MI
34.0,1.0,16.0,5.0,5860.0,26.0,2.0,50.0,1.0,1.0,False,28700.0,2014,MI
48.0,1.0,16.0,1.0,1540.0,26.0,1.0,40.0,1.0,1.0,True,31300.0,2014,MI
34.0,1.0,14.0,5.0,6200.0,26.0,0.0,40.0,1.0,2.0,False,23000.0,2014,MI
55.0,1.0,16.0,3.0,5510.0,26.0,13.0,25.0,2.0,1.0,False,19800.0,2014,MI
44.0,1.0,20.0,1.0,8130.0,26.0,1.0,50.0,1.0,1.0,False,,2014,MI
83.0,4.0,15.0,5.0,430.0,26.0,0.0,50.0,1.0,2.0,True,,2014,MI
56.0,3.0,20.0,1.0,10.0,26.0,0.0,40.0,1.0,1.0,False,21750.0,2014,MI
31.0,1.0,12.0,1.0,7700.0,36.0,0.0,60.0,1.0,1.0,True,17700.0,2014,MI
27.0,1.0,1.0,5.0,4220.0,207.0,10.0,20.0,2.0,6.0,False,28100.0,2014,MI
43.0,1.0,10.0,1.0,8140.0,26.0,0.0,40.0,1.0,1.0,False,17240.0,2014,MI
60.0,1.0,19.0,1.0,4965.0,215.0,1.0,40.0,2.0,6.0,False,4500.0,2014,MI
34.0,3.0,22.0,3.0,2320.0,39.0,0.0,50.0,2.0,1.0,False,,2014,MI
