Year,State,Model,Response,Actual_Label,Gender,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,PINCP
2014,MI,Gemma2B,Below,Above,Male,31.0,1.0,18.0,1.0,4620.0,26.0,0.0,43.0,1.0,3.0,417000.0
2014,MI,Gemma2B,Below,Below,Male,20.0,1.0,18.0,5.0,5620.0,26.0,10.0,30.0,1.0,2.0,28000.0
2014,MI,Gemma2B,Below,Below,Female,42.0,1.0,19.0,3.0,3600.0,26.0,0.0,40.0,2.0,1.0,14000.0
2014,MI,Gemma2B,Below,Below,Male,52.0,1.0,16.0,1.0,7210.0,26.0,0.0,50.0,1.0,1.0,8900.0
2014,MI,Gemma2B,Below,Below,Female,31.0,1.0,13.0,5.0,2740.0,26.0,7.0,20.0,2.0,9.0,1000.0
2014,MI,Gemma2B,Above,Below,Male,33.0,4.0,23.0,1.0,2100.0,26.0,1.0,55.0,1.0,1.0,16800.0
2014,MI,Gemma2B,Below,Below,Male,59.0,1.0,16.0,1.0,8130.0,26.0,0.0,56.0,1.0,1.0,20800.0
2014,MI,Gemma2B,Below,Below,Male,68.0,1.0,16.0,3.0,4760.0,72.0,0.0,18.0,1.0,1.0,12600.0
2014,MI,Gemma2B,Below,Below,Female,47.0,1.0,16.0,5.0,5620.0,26.0,5.0,30.0,2.0,1.0,34000.0
2014,MI,Gemma2B,Below,Below,Male,27.0,1.0,21.0,5.0,1460.0,26.0,0.0,40.0,1.0,1.0,4500.0
2014,MI,Gemma2B,Below,Below,Male,71.0,2.0,19.0,1.0,5510.0,39.0,0.0,15.0,1.0,1.0,3500.0
2014,MI,Gemma2B,Below,Below,Male,36.0,1.0,1.0,5.0,6120.0,313.0,13.0,40.0,1.0,8.0,2400.0
2014,MI,Gemma2B,Below,Above,Male,62.0,1.0,22.0,1.0,530.0,26.0,0.0,40.0,1.0,1.0,65020.0
2014,MI,Gemma2B,Below,Below,Male,57.0,1.0,23.0,1.0,2100.0,26.0,0.0,45.0,1.0,1.0,27300.0
2014,MI,Gemma2B,Below,Below,Male,42.0,1.0,16.0,1.0,9130.0,26.0,1.0,60.0,1.0,1.0,
2014,MI,Gemma2B,Below,Below,Female,55.0,3.0,16.0,1.0,2540.0,26.0,1.0,28.0,2.0,1.0,28300.0
2014,MI,Gemma2B,Below,Above,Female,45.0,1.0,21.0,1.0,7750.0,26.0,1.0,40.0,2.0,1.0,60000.0
2014,MI,Gemma2B,Above,Below,Male,52.0,1.0,24.0,1.0,1460.0,210.0,0.0,40.0,1.0,6.0,7100.0
2014,MI,Gemma2B,Below,Below,Male,20.0,1.0,16.0,5.0,9600.0,26.0,7.0,42.0,1.0,1.0,7900.0
2014,MI,Gemma2B,Below,Below,Male,22.0,1.0,16.0,5.0,8965.0,26.0,12.0,18.0,1.0,1.0,18200.0
2014,MI,Gemma2B,Below,Above,Female,61.0,1.0,18.0,1.0,5820.0,17.0,1.0,40.0,2.0,1.0,119000.0
2014,MI,Gemma2B,Below,Above,Female,64.0,1.0,16.0,1.0,4760.0,26.0,1.0,28.0,2.0,1.0,176000.0
2014,MI,Gemma2B,Above,Below,Male,42.0,1.0,22.0,1.0,1460.0,26.0,1.0,40.0,1.0,1.0,29000.0
2014,MI,Gemma2B,Below,Below,Female,56.0,1.0,16.0,1.0,5240.0,26.0,0.0,40.0,2.0,1.0,14600.0
2014,MI,Gemma2B,Below,Below,Female,32.0,1.0,19.0,5.0,3600.0,26.0,2.0,18.0,2.0,1.0,25400.0
2014,MI,Gemma2B,Below,Below,Female,40.0,1.0,21.0,1.0,850.0,27.0,0.0,30.0,2.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,43.0,1.0,13.0,4.0,4220.0,25.0,13.0,22.0,1.0,1.0,
2014,MI,Gemma2B,Above,Below,Female,48.0,2.0,21.0,5.0,120.0,26.0,0.0,45.0,2.0,1.0,23000.0
2014,MI,Gemma2B,Below,Below,Female,54.0,1.0,14.0,1.0,4620.0,26.0,1.0,32.0,2.0,1.0,18000.0
2014,MI,Gemma2B,Below,Below,Male,67.0,1.0,16.0,1.0,7700.0,26.0,0.0,40.0,1.0,1.0,45000.0
2014,MI,Gemma2B,Above,Below,Male,61.0,1.0,17.0,3.0,9140.0,26.0,0.0,30.0,1.0,2.0,27000.0
2014,MI,Gemma2B,Below,Below,Female,39.0,7.0,19.0,1.0,10.0,26.0,0.0,25.0,2.0,1.0,14000.0
2014,MI,Gemma2B,Below,Above,Female,23.0,1.0,21.0,5.0,3400.0,26.0,0.0,40.0,2.0,1.0,98000.0
2014,MI,Gemma2B,Below,Below,Female,23.0,1.0,21.0,5.0,1006.0,26.0,2.0,40.0,2.0,1.0,600.0
2014,MI,Gemma2B,Below,Below,Male,25.0,1.0,21.0,1.0,6355.0,26.0,0.0,40.0,1.0,1.0,43300.0
2014,MI,Gemma2B,Below,Below,Male,29.0,1.0,18.0,5.0,4650.0,26.0,15.0,40.0,1.0,1.0,2000.0
2014,MI,Gemma2B,Above,Below,Male,61.0,1.0,19.0,3.0,50.0,26.0,0.0,44.0,1.0,1.0,15000.0
2014,MI,Gemma2B,Below,Below,Female,25.0,1.0,12.0,5.0,4060.0,26.0,10.0,14.0,2.0,1.0,12000.0
2014,MI,Gemma2B,Below,Below,Male,19.0,1.0,16.0,5.0,8965.0,26.0,2.0,40.0,1.0,1.0,8500.0
2014,MI,Gemma2B,Above,Below,Male,57.0,7.0,19.0,4.0,1360.0,39.0,0.0,48.0,1.0,1.0,
2014,MI,Gemma2B,Above,Below,Male,38.0,6.0,19.0,1.0,6130.0,26.0,1.0,60.0,1.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,24.0,1.0,16.0,5.0,8030.0,26.0,0.0,48.0,1.0,1.0,34000.0
2014,MI,Gemma2B,Above,Below,Male,47.0,1.0,21.0,1.0,5000.0,6.0,1.0,50.0,1.0,1.0,24000.0
2014,MI,Gemma2B,Below,Below,Male,39.0,1.0,17.0,1.0,9620.0,26.0,1.0,30.0,1.0,2.0,8000.0
2014,MI,Gemma2B,Above,Above,Female,63.0,2.0,21.0,1.0,3255.0,26.0,1.0,40.0,2.0,1.0,158900.0
2014,MI,Gemma2B,Below,Below,Male,21.0,5.0,19.0,5.0,5260.0,18.0,17.0,8.0,1.0,1.0,0.0
2014,MI,Gemma2B,Below,Below,Male,32.0,1.0,16.0,5.0,4250.0,26.0,2.0,30.0,1.0,1.0,50000.0
2014,MI,Gemma2B,Below,Below,Male,54.0,1.0,16.0,5.0,160.0,39.0,0.0,42.0,1.0,1.0,
2014,MI,Gemma2B,Below,Above,Female,23.0,1.0,16.0,5.0,4350.0,26.0,2.0,20.0,2.0,1.0,56000.0
2014,MI,Gemma2B,Below,Below,Male,43.0,1.0,19.0,4.0,9620.0,26.0,0.0,40.0,1.0,9.0,29800.0
2014,MI,Gemma2B,Below,Below,Male,23.0,1.0,19.0,5.0,1010.0,36.0,0.0,40.0,1.0,1.0,10400.0
2014,MI,Gemma2B,Above,Below,Male,58.0,6.0,23.0,1.0,3000.0,26.0,0.0,45.0,1.0,1.0,28000.0
2014,MI,Gemma2B,Below,Above,Male,65.0,7.0,16.0,1.0,6200.0,26.0,1.0,30.0,1.0,1.0,95000.0
2014,MI,Gemma2B,Below,Below,Female,50.0,6.0,21.0,1.0,3646.0,26.0,0.0,25.0,2.0,1.0,5700.0
2014,MI,Gemma2B,Below,Below,Female,30.0,1.0,21.0,1.0,2320.0,26.0,0.0,40.0,2.0,1.0,41340.0
2014,MI,Gemma2B,Below,Below,Male,28.0,1.0,16.0,5.0,4020.0,26.0,13.0,45.0,1.0,1.0,
2014,MI,Gemma2B,Above,Below,Female,38.0,1.0,21.0,5.0,4850.0,44.0,0.0,40.0,2.0,1.0,6000.0
2014,MI,Gemma2B,Above,Below,Female,56.0,1.0,18.0,3.0,4610.0,128.0,0.0,70.0,2.0,1.0,10500.0
2014,MI,Gemma2B,Below,Below,Male,49.0,1.0,22.0,5.0,4760.0,26.0,13.0,40.0,1.0,1.0,0.0
2014,MI,Gemma2B,Above,Below,Male,66.0,5.0,19.0,1.0,5550.0,26.0,1.0,45.0,1.0,1.0,27100.0
2014,MI,Gemma2B,Below,Below,Male,24.0,1.0,16.0,5.0,7340.0,26.0,10.0,40.0,1.0,1.0,10000.0
2014,MI,Gemma2B,Below,Below,Male,65.0,1.0,22.0,1.0,1107.0,26.0,0.0,40.0,1.0,1.0,10500.0
2014,MI,Gemma2B,Above,Above,Female,46.0,1.0,22.0,1.0,1820.0,17.0,1.0,35.0,2.0,1.0,60000.0
2014,MI,Gemma2B,Above,Above,Male,46.0,1.0,19.0,1.0,7700.0,18.0,0.0,40.0,1.0,1.0,62000.0
2014,MI,Gemma2B,Above,Below,Male,53.0,1.0,7.0,4.0,6050.0,303.0,17.0,55.0,1.0,1.0,5000.0
2014,MI,Gemma2B,Below,Below,Male,34.0,1.0,21.0,1.0,1460.0,26.0,1.0,50.0,1.0,1.0,33000.0
2014,MI,Gemma2B,Below,Below,Female,69.0,1.0,16.0,3.0,540.0,1.0,0.0,36.0,2.0,2.0,0.0
2014,MI,Gemma2B,Below,Below,Male,47.0,1.0,22.0,1.0,430.0,26.0,0.0,44.0,1.0,2.0,24000.0
2014,MI,Gemma2B,Below,Below,Female,36.0,1.0,12.0,5.0,9620.0,26.0,0.0,20.0,2.0,2.0,28600.0
2014,MI,Gemma2B,Below,Above,Male,49.0,1.0,16.0,1.0,4220.0,26.0,1.0,40.0,1.0,1.0,64400.0
2014,MI,Gemma2B,Above,Below,Male,48.0,1.0,18.0,1.0,8255.0,21.0,1.0,40.0,1.0,1.0,35700.0
2014,MI,Gemma2B,Below,Below,Male,31.0,1.0,17.0,5.0,5620.0,26.0,2.0,3.0,1.0,1.0,0.0
2014,MI,Gemma2B,Above,Below,Male,51.0,1.0,16.0,1.0,7810.0,213.0,1.0,40.0,1.0,1.0,31900.0
2014,MI,Gemma2B,Below,Above,Male,33.0,8.0,11.0,1.0,6050.0,39.0,0.0,17.0,1.0,1.0,65000.0
2014,MI,Gemma2B,Below,Above,Male,33.0,1.0,21.0,1.0,1010.0,210.0,0.0,40.0,1.0,6.0,66000.0
2014,MI,Gemma2B,Below,Below,Male,46.0,2.0,16.0,1.0,4250.0,26.0,1.0,40.0,1.0,1.0,37860.0
2014,MI,Gemma2B,Above,Below,Female,38.0,1.0,20.0,5.0,3420.0,26.0,13.0,40.0,2.0,1.0,32200.0
2014,MI,Gemma2B,Below,Below,Female,23.0,2.0,17.0,5.0,4220.0,26.0,0.0,2.0,2.0,1.0,22800.0
2014,MI,Gemma2B,Below,Below,Male,54.0,1.0,16.0,1.0,8220.0,26.0,0.0,40.0,1.0,1.0,5600.0
2014,MI,Gemma2B,Below,Below,Female,52.0,3.0,16.0,1.0,5400.0,26.0,0.0,40.0,2.0,1.0,25000.0
2014,MI,Gemma2B,Below,Below,Male,57.0,1.0,18.0,1.0,9120.0,39.0,0.0,20.0,1.0,5.0,
2014,MI,Gemma2B,Below,Below,Female,36.0,1.0,16.0,5.0,5520.0,26.0,5.0,32.0,2.0,2.0,39400.0
2014,MI,Gemma2B,Above,Below,Male,52.0,1.0,17.0,1.0,9130.0,26.0,1.0,50.0,1.0,1.0,
2014,MI,Gemma2B,Below,Below,Female,27.0,1.0,21.0,1.0,5620.0,17.0,0.0,40.0,2.0,1.0,15700.0
2014,MI,Gemma2B,Above,Below,Male,46.0,2.0,19.0,5.0,4600.0,26.0,2.0,25.0,1.0,2.0,
2014,MI,Gemma2B,Below,Below,Female,47.0,1.0,21.0,3.0,3150.0,26.0,0.0,40.0,2.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,33.0,1.0,13.0,3.0,5620.0,26.0,2.0,28.0,1.0,1.0,22500.0
2014,MI,Gemma2B,Below,Below,Female,20.0,1.0,15.0,5.0,4350.0,26.0,2.0,20.0,2.0,1.0,9000.0
2014,MI,Gemma2B,Above,Above,Male,45.0,2.0,20.0,3.0,3255.0,233.0,0.0,36.0,1.0,6.0,331000.0
2014,MI,Gemma2B,Below,Below,Female,19.0,1.0,18.0,5.0,4720.0,26.0,2.0,20.0,2.0,1.0,29250.0
2014,MI,Gemma2B,Below,Below,Male,23.0,1.0,17.0,5.0,9620.0,37.0,13.0,45.0,1.0,1.0,
2014,MI,Gemma2B,Above,Below,Male,52.0,1.0,16.0,3.0,410.0,18.0,0.0,70.0,1.0,1.0,0.0
2014,MI,Gemma2B,Below,Below,Female,70.0,4.0,16.0,1.0,9120.0,26.0,0.0,40.0,2.0,1.0,42900.0
2014,MI,Gemma2B,Below,Below,Female,35.0,2.0,19.0,4.0,3600.0,26.0,0.0,40.0,2.0,9.0,35000.0
2014,MI,Gemma2B,Below,Below,Female,50.0,2.0,22.0,1.0,3600.0,233.0,1.0,40.0,2.0,6.0,14500.0
2014,MI,Gemma2B,Below,Below,Female,64.0,2.0,16.0,3.0,2016.0,39.0,0.0,19.0,2.0,1.0,0.0
2014,MI,Gemma2B,Below,Below,Male,18.0,2.0,16.0,5.0,3600.0,26.0,2.0,16.0,1.0,1.0,40000.0
2014,MI,Gemma2B,Above,Below,Female,44.0,1.0,16.0,1.0,8320.0,26.0,1.0,50.0,2.0,1.0,31000.0
2014,MI,Gemma2B,Below,Below,Male,50.0,1.0,19.0,1.0,6440.0,26.0,0.0,40.0,1.0,1.0,15000.0
2014,MI,Gemma2B,Below,Below,Male,34.0,1.0,21.0,1.0,50.0,39.0,0.0,55.0,1.0,1.0,0.0
2014,MI,Gemma2B,Below,Above,Female,23.0,1.0,19.0,5.0,4030.0,26.0,0.0,32.0,2.0,2.0,59000.0
2014,MI,Gemma2B,Below,Above,Female,35.0,1.0,20.0,5.0,2700.0,26.0,13.0,20.0,2.0,1.0,204050.0
2014,MI,Gemma2B,Below,Below,Male,62.0,6.0,16.0,1.0,205.0,26.0,0.0,40.0,1.0,1.0,6900.0
2014,MI,Gemma2B,Below,Below,Female,58.0,1.0,16.0,1.0,3630.0,26.0,1.0,25.0,2.0,1.0,30000.0
2014,MI,Gemma2B,Below,Below,Female,52.0,3.0,17.0,2.0,3030.0,26.0,0.0,80.0,2.0,1.0,35000.0
2014,MI,Gemma2B,Below,Below,Male,61.0,2.0,16.0,1.0,4220.0,26.0,0.0,40.0,1.0,1.0,11600.0
2014,MI,Gemma2B,Below,Above,Male,34.0,1.0,16.0,1.0,430.0,26.0,1.0,40.0,1.0,1.0,83000.0
2014,MI,Gemma2B,Below,Below,Female,28.0,4.0,22.0,5.0,3300.0,26.0,2.0,40.0,2.0,1.0,50000.0
2014,MI,Gemma2B,Below,Above,Female,36.0,6.0,20.0,1.0,5700.0,26.0,0.0,40.0,2.0,1.0,64200.0
2014,MI,Gemma2B,Below,Below,Female,31.0,2.0,13.0,1.0,4600.0,26.0,1.0,30.0,2.0,2.0,0.0
2014,MI,Gemma2B,Below,Below,Male,73.0,1.0,19.0,3.0,9130.0,26.0,0.0,25.0,1.0,1.0,16800.0
2014,MI,Gemma2B,Below,Below,Male,59.0,3.0,19.0,1.0,9120.0,26.0,0.0,20.0,1.0,1.0,
2014,MI,Gemma2B,Below,Below,Female,41.0,4.0,22.0,1.0,2000.0,26.0,0.0,40.0,2.0,2.0,28650.0
2014,MI,Gemma2B,Below,Below,Male,33.0,1.0,16.0,1.0,5610.0,213.0,1.0,40.0,1.0,1.0,33000.0
2014,MI,Gemma2B,Below,Below,Male,18.0,1.0,14.0,5.0,4030.0,26.0,15.0,30.0,1.0,1.0,
2014,MI,Gemma2B,Above,Below,Male,48.0,1.0,21.0,1.0,7315.0,26.0,1.0,45.0,1.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,54.0,1.0,16.0,1.0,5610.0,26.0,1.0,50.0,1.0,8.0,
2014,MI,Gemma2B,Below,Below,Female,55.0,1.0,16.0,1.0,4720.0,26.0,1.0,24.0,2.0,1.0,
2014,MI,Gemma2B,Below,Below,Female,55.0,4.0,16.0,3.0,9120.0,26.0,13.0,40.0,2.0,1.0,0.0
2014,MI,Gemma2B,Above,Below,Female,39.0,1.0,21.0,1.0,5700.0,26.0,0.0,40.0,2.0,1.0,11200.0
2014,MI,Gemma2B,Below,Below,Male,44.0,1.0,23.0,1.0,1460.0,210.0,1.0,45.0,1.0,6.0,11800.0
2014,MI,Gemma2B,Below,Below,Female,36.0,1.0,21.0,1.0,2310.0,26.0,1.0,14.0,2.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,51.0,1.0,21.0,1.0,4920.0,26.0,1.0,60.0,1.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,49.0,1.0,20.0,5.0,4250.0,26.0,0.0,40.0,1.0,1.0,0.0
2014,MI,Gemma2B,Below,Below,Male,27.0,2.0,18.0,5.0,4220.0,26.0,3.0,27.0,1.0,1.0,24200.0
2014,MI,Gemma2B,Above,Below,Female,58.0,1.0,16.0,5.0,4220.0,26.0,2.0,45.0,2.0,1.0,1500.0
2014,MI,Gemma2B,Below,Below,Male,55.0,1.0,18.0,1.0,8030.0,26.0,0.0,40.0,1.0,1.0,0.0
2014,MI,Gemma2B,Below,Below,Male,46.0,1.0,19.0,1.0,1006.0,26.0,1.0,45.0,1.0,1.0,27200.0
2014,MI,Gemma2B,Above,Above,Female,46.0,1.0,21.0,1.0,3255.0,26.0,1.0,40.0,2.0,1.0,85000.0
2014,MI,Gemma2B,Below,Above,Male,23.0,1.0,19.0,1.0,4250.0,26.0,0.0,40.0,1.0,1.0,119000.0
2014,MI,Gemma2B,Below,Below,Female,57.0,2.0,21.0,1.0,2200.0,42.0,0.0,40.0,2.0,1.0,22400.0
2014,MI,Gemma2B,Above,Below,Female,53.0,1.0,21.0,1.0,4610.0,26.0,0.0,99.0,2.0,1.0,30000.0
2014,MI,Gemma2B,Below,Below,Male,46.0,1.0,21.0,1.0,140.0,26.0,0.0,45.0,1.0,1.0,4700.0
2014,MI,Gemma2B,Below,Below,Male,50.0,1.0,22.0,1.0,1020.0,26.0,0.0,50.0,1.0,1.0,33700.0
2014,MI,Gemma2B,Below,Below,Female,31.0,1.0,19.0,1.0,5700.0,26.0,1.0,15.0,2.0,1.0,6000.0
2014,MI,Gemma2B,Below,Above,Female,42.0,1.0,19.0,1.0,3600.0,17.0,0.0,28.0,2.0,1.0,51000.0
2014,MI,Gemma2B,Below,Below,Female,66.0,5.0,20.0,3.0,3820.0,26.0,0.0,40.0,2.0,2.0,
2014,MI,Gemma2B,Below,Below,Male,28.0,6.0,14.0,4.0,6420.0,26.0,0.0,50.0,1.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,42.0,1.0,21.0,5.0,40.0,233.0,0.0,50.0,1.0,6.0,14000.0
2014,MI,Gemma2B,Below,Below,Female,52.0,1.0,19.0,5.0,430.0,35.0,5.0,40.0,2.0,1.0,28000.0
2014,MI,Gemma2B,Below,Below,Male,50.0,1.0,19.0,3.0,8610.0,26.0,0.0,45.0,1.0,1.0,31500.0
2014,MI,Gemma2B,Above,Below,Female,41.0,1.0,21.0,5.0,310.0,26.0,0.0,40.0,2.0,1.0,11000.0
2014,MI,Gemma2B,Above,Below,Male,43.0,6.0,21.0,1.0,1050.0,26.0,1.0,40.0,1.0,1.0,0.0
2014,MI,Gemma2B,Below,Above,Female,54.0,1.0,17.0,3.0,4700.0,26.0,0.0,40.0,2.0,1.0,73000.0
2014,MI,Gemma2B,Below,Below,Male,49.0,1.0,16.0,1.0,5260.0,26.0,0.0,40.0,1.0,1.0,27010.0
2014,MI,Gemma2B,Below,Below,Female,21.0,1.0,16.0,5.0,4700.0,26.0,0.0,24.0,2.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,18.0,4.0,19.0,5.0,4220.0,26.0,17.0,15.0,1.0,1.0,20900.0
2014,MI,Gemma2B,Below,Above,Male,59.0,1.0,16.0,1.0,8740.0,26.0,0.0,10.0,1.0,1.0,67000.0
2014,MI,Gemma2B,Below,Below,Female,53.0,2.0,22.0,5.0,350.0,26.0,0.0,40.0,2.0,1.0,17700.0
2014,MI,Gemma2B,Below,Below,Male,24.0,1.0,16.0,5.0,9620.0,26.0,2.0,24.0,1.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,30.0,5.0,19.0,5.0,9830.0,344.0,5.0,3.0,1.0,2.0,18700.0
2014,MI,Gemma2B,Below,Below,Male,58.0,7.0,1.0,3.0,10.0,26.0,0.0,40.0,1.0,1.0,
2014,MI,Gemma2B,Below,Below,Female,19.0,1.0,16.0,5.0,4010.0,26.0,0.0,40.0,2.0,2.0,0.0
2014,MI,Gemma2B,Above,Below,Female,61.0,6.0,13.0,1.0,4350.0,26.0,1.0,28.0,2.0,1.0,0.0
2014,MI,Gemma2B,Below,Below,Female,19.0,1.0,19.0,5.0,5620.0,26.0,2.0,30.0,2.0,9.0,2100.0
2014,MI,Gemma2B,Below,Below,Male,32.0,1.0,16.0,5.0,7420.0,26.0,13.0,40.0,1.0,1.0,28000.0
2014,MI,Gemma2B,Below,Above,Female,38.0,1.0,19.0,4.0,7750.0,26.0,0.0,40.0,2.0,2.0,54000.0
2014,MI,Gemma2B,Below,Above,Female,21.0,1.0,18.0,5.0,4030.0,26.0,2.0,22.0,2.0,1.0,120040.0
2014,MI,Gemma2B,Below,Below,Female,77.0,1.0,14.0,3.0,4050.0,26.0,0.0,32.0,2.0,1.0,20000.0
2014,MI,Gemma2B,Below,Above,Male,60.0,1.0,18.0,2.0,8740.0,26.0,0.0,39.0,1.0,1.0,121000.0
2014,MI,Gemma2B,Below,Below,Female,52.0,1.0,16.0,5.0,4220.0,26.0,0.0,35.0,2.0,2.0,12000.0
2014,MI,Gemma2B,Below,Below,Male,39.0,1.0,19.0,1.0,8930.0,26.0,1.0,40.0,1.0,1.0,40000.0
2014,MI,Gemma2B,Below,Below,Male,45.0,6.0,20.0,1.0,1060.0,17.0,0.0,40.0,1.0,1.0,21100.0
2014,MI,Gemma2B,Above,Below,Female,26.0,3.0,21.0,5.0,2310.0,26.0,2.0,56.0,2.0,1.0,150.0
2014,MI,Gemma2B,Below,Below,Male,23.0,4.0,16.0,5.0,3600.0,26.0,2.0,40.0,1.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,29.0,1.0,19.0,5.0,9600.0,26.0,0.0,46.0,1.0,1.0,8000.0
2014,MI,Gemma2B,Below,Below,Male,20.0,3.0,18.0,5.0,4620.0,26.0,17.0,50.0,1.0,2.0,0.0
2014,MI,Gemma2B,Below,Below,Female,49.0,2.0,20.0,1.0,726.0,26.0,0.0,35.0,2.0,1.0,18000.0
2014,MI,Gemma2B,Above,Below,Female,47.0,1.0,20.0,1.0,430.0,26.0,1.0,60.0,2.0,1.0,34700.0
2014,MI,Gemma2B,Below,Below,Female,83.0,1.0,16.0,2.0,5140.0,26.0,0.0,3.0,2.0,1.0,33600.0
2014,MI,Gemma2B,Below,Below,Female,52.0,1.0,19.0,3.0,3310.0,55.0,0.0,30.0,2.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,55.0,1.0,18.0,1.0,7950.0,26.0,0.0,40.0,1.0,1.0,40000.0
2014,MI,Gemma2B,Above,Below,Male,48.0,1.0,19.0,1.0,3850.0,26.0,0.0,40.0,1.0,9.0,20000.0
2014,MI,Gemma2B,Above,Below,Female,33.0,1.0,23.0,1.0,3060.0,247.0,1.0,42.0,2.0,6.0,30000.0
2014,MI,Gemma2B,Below,Below,Male,58.0,5.0,19.0,1.0,7340.0,26.0,0.0,40.0,1.0,2.0,0.0
2014,MI,Gemma2B,Below,Below,Male,17.0,1.0,13.0,5.0,4220.0,26.0,2.0,15.0,1.0,1.0,23800.0
2014,MI,Gemma2B,Below,Above,Male,57.0,3.0,16.0,1.0,7000.0,26.0,1.0,40.0,1.0,1.0,55000.0
2014,MI,Gemma2B,Above,Below,Male,54.0,3.0,21.0,1.0,2825.0,26.0,1.0,40.0,1.0,2.0,15000.0
2014,MI,Gemma2B,Below,Below,Male,47.0,1.0,21.0,3.0,1350.0,26.0,0.0,40.0,1.0,1.0,27000.0
2014,MI,Gemma2B,Above,Below,Female,47.0,2.0,21.0,1.0,2000.0,36.0,1.0,30.0,2.0,1.0,32500.0
2014,MI,Gemma2B,Below,Below,Female,25.0,1.0,21.0,1.0,430.0,13.0,1.0,40.0,2.0,1.0,14200.0
2014,MI,Gemma2B,Below,Above,Male,33.0,4.0,22.0,1.0,1760.0,27.0,0.0,25.0,1.0,1.0,90000.0
2014,MI,Gemma2B,Below,Below,Female,20.0,8.0,19.0,5.0,4600.0,26.0,0.0,30.0,2.0,1.0,5000.0
2014,MI,Gemma2B,Below,Below,Female,51.0,2.0,21.0,1.0,4010.0,26.0,1.0,10.0,2.0,1.0,36000.0
2014,MI,Gemma2B,Below,Below,Male,22.0,1.0,19.0,5.0,9130.0,41.0,0.0,30.0,1.0,1.0,10100.0
2014,MI,Gemma2B,Below,Below,Female,30.0,1.0,19.0,1.0,8965.0,26.0,1.0,38.0,2.0,1.0,0.0
2014,MI,Gemma2B,Above,Below,Male,55.0,7.0,22.0,1.0,137.0,26.0,0.0,40.0,1.0,1.0,8000.0
2014,MI,Gemma2B,Below,Below,Female,43.0,3.0,21.0,1.0,2540.0,26.0,1.0,15.0,2.0,1.0,15650.0
2014,MI,Gemma2B,Below,Below,Female,38.0,4.0,22.0,1.0,2550.0,26.0,1.0,30.0,2.0,1.0,30600.0
2014,MI,Gemma2B,Above,Below,Female,49.0,1.0,19.0,1.0,5700.0,26.0,1.0,30.0,2.0,1.0,19400.0
2014,MI,Gemma2B,Below,Above,Male,21.0,1.0,19.0,5.0,5310.0,26.0,0.0,26.0,1.0,1.0,60000.0
2014,MI,Gemma2B,Below,Below,Female,67.0,1.0,18.0,3.0,8740.0,26.0,0.0,24.0,2.0,1.0,
2014,MI,Gemma2B,Above,Above,Female,31.0,2.0,21.0,4.0,2320.0,39.0,0.0,45.0,2.0,1.0,57000.0
2014,MI,Gemma2B,Below,Below,Male,20.0,3.0,19.0,5.0,6730.0,26.0,17.0,40.0,1.0,1.0,0.0
2014,MI,Gemma2B,Above,Below,Male,60.0,2.0,24.0,1.0,2200.0,42.0,0.0,50.0,1.0,1.0,22500.0
2014,MI,Gemma2B,Below,Below,Female,37.0,3.0,16.0,1.0,9120.0,26.0,0.0,37.0,2.0,1.0,11400.0
2014,MI,Gemma2B,Below,Below,Female,25.0,2.0,16.0,3.0,6200.0,26.0,7.0,45.0,2.0,2.0,20400.0
2014,MI,Gemma2B,Below,Below,Female,30.0,1.0,14.0,5.0,4220.0,26.0,0.0,40.0,2.0,2.0,31440.0
2014,MI,Gemma2B,Below,Below,Female,45.0,7.0,16.0,1.0,4610.0,26.0,0.0,30.0,2.0,2.0,
2014,MI,Gemma2B,Below,Below,Male,19.0,7.0,16.0,5.0,6050.0,26.0,2.0,24.0,1.0,1.0,23000.0
2014,MI,Gemma2B,Below,Below,Female,52.0,3.0,21.0,1.0,800.0,35.0,1.0,40.0,2.0,1.0,
2014,MI,Gemma2B,Below,Below,Male,55.0,6.0,16.0,1.0,6260.0,26.0,0.0,35.0,1.0,1.0,27900.0
2014,MI,Gemma2B,Below,Above,Male,44.0,1.0,22.0,5.0,1460.0,26.0,0.0,45.0,1.0,1.0,62900.0
2014,MI,Gemma2B,Below,Below,Female,26.0,1.0,19.0,5.0,5110.0,26.0,0.0,40.0,2.0,1.0,50000.0
2014,MI,Gemma2B,Below,Below,Female,58.0,1.0,16.0,3.0,3600.0,26.0,13.0,40.0,2.0,1.0,16000.0
2014,MI,Gemma2B,Below,Below,Female,52.0,1.0,18.0,1.0,3500.0,26.0,0.0,25.0,2.0,1.0,2000.0
2014,MI,Gemma2B,Below,Below,Female,17.0,1.0,13.0,5.0,4110.0,26.0,2.0,30.0,2.0,1.0,2300.0
